river,station,target,n,nse,nse_persistence,coverage80_raw,coverage80_cal,rmse,median_abs_q50_minus_persistence
han,S01002,chl-a,378,0.6834852447870048,0.6728353915637275,0.701058201058201,0.8095238095238095,12.048913772755705,0.5928673868378005
han,S01002,do,377,0.6080097800636397,0.44590111870880345,0.7453580901856764,0.8116710875331565,1.1989432753876899,0.22976852499920408
han,S01002,tn,322,0.4363612558014893,0.4161966632753137,0.7515527950310559,0.8167701863354038,0.41891296370035197,0.0822581102450688
han,S01002,toc,349,0.7155900124887371,0.7241836791926168,0.7306590257879656,0.828080229226361,0.3843804263634965,0.03727654740214348
han,S01002,tp,339,-0.07254107053835779,-0.4877894047116882,0.7020648967551623,0.8141592920353983,0.03167616091342895,0.0020085719414055375
han,S01003,chl-a,412,0.6755097445902996,0.6387950910333897,0.6432038834951457,0.7766990291262136,33.53610722640811,1.5341198472749618
han,S01003,do,434,0.4704966477679593,0.34705728585690954,0.8433179723502304,0.815668202764977,1.2890467931520788,0.29025959968566895
han,S01003,toc,434,0.5909814113713088,0.5200014021812003,0.7880184331797235,0.8087557603686636,0.36195555136052915,0.07895288260086719
han,S01004,do,424,0.7941699565958771,0.7689334908159017,0.7311320754716981,0.7995283018867925,1.0132520466670711,0.16296935081481934
han,S01004,toc,423,0.29898534432884427,0.15107157873694443,0.7943262411347518,0.8368794326241135,0.34339753537092665,0.036901308142620604
han,S01005,chl-a,410,0.3116811698471711,0.14014854317252956,0.7219512195121951,0.8195121951219512,4.69178917877503,0.47065042412799407
han,S01005,do,406,0.8029635915009193,0.7485898609239744,0.7832512315270936,0.8103448275862069,0.9277290566912396,0.22815107163928827
han,S01005,tn,358,0.5727829063727071,0.5523105261678706,0.7318435754189944,0.835195530726257,0.3193871047150853,0.04696425795555115
han,S01005,toc,365,0.29742370894417225,-0.09054386366418377,0.7671232876712328,0.8465753424657534,0.4582601863957892,0.060462385416030884
han,S01005,tp,370,-0.4261873103526743,-0.8009331892410037,0.772972972972973,0.8027027027027027,0.051053682341330134,0.0014050791247023475
han,S01006,do,398,0.19014978160610307,0.14447197295219394,0.8291457286432161,0.7964824120603015,1.018383704942571,0.27074670791625977
han,S01006,toc,393,0.48667014140003306,0.3891969259477617,0.7531806615776081,0.8091603053435115,0.4753441559826672,0.0558495819568634
han,S01007,do,334,0.7796213068150952,0.7830056334623197,0.7035928143712575,0.7994011976047904,0.8640107186277004,0.18114537994066904
han,S01007,tn,310,0.7233685473706564,0.6304768828966898,0.7354838709677419,0.8193548387096774,0.32071191300523244,0.08281189203262329
han,S01007,toc,292,0.6451726716776601,0.6597461952813563,0.7568493150684932,0.8184931506849316,0.37423797752731225,0.07049650698900223
han,S01007,tp,323,0.14152975189950212,0.021015288357813966,0.7461300309597523,0.8111455108359134,0.007430510649176415,0.0009175283238150632
han,S01009,do,390,0.8547804122943815,0.8621908626944106,0.8179487179487179,0.8333333333333334,0.9391445555676807,0.22620530561967378
han,S01009,toc,371,0.6231517113409314,0.5586308953572634,0.8059299191374663,0.816711590296496,0.47294333084425244,0.1302157109198363
han,S01010,chl-a,384,0.4387912962316791,0.38492463197488125,0.8177083333333334,0.8020833333333334,2.738491225297148,0.3350956092278161
han,S01010,do,420,0.809021128912021,0.729576657922254,0.8595238095238096,0.8095238095238095,0.9154290878786444,0.278396586577097
han,S01010,tn,420,0.3171874617765964,0.19688644476016526,0.8142857142857143,0.7880952380952381,0.1463497817936198,0.022792957045815188
han,S01010,toc,411,0.06779800286909887,-0.19885135306319768,0.8077858880778589,0.8126520681265207,0.20200872784398283,0.03866344690322876
han,S01010,tp,409,0.6543953974664767,0.6771897298711151,0.8777506112469438,0.8166259168704156,0.003785594730754809,0.0005091835201407472
han,S01011,chl-a,377,0.6321215742280123,0.5886013503716818,0.6684350132625995,0.8010610079575596,5.4407080485465,0.23176324367523193
han,S01011,do,381,0.7557392977026137,0.7035131053661138,0.7585301837270341,0.8031496062992126,1.029596780223339,0.253244549036026
han,S01011,toc,343,0.7087134824378167,0.6746114520269666,0.8279883381924198,0.8396501457725948,0.40297649697957094,0.08855758110682155
han,S01012,chl-a,394,0.61483430928824,0.5684767670711313,0.7030456852791879,0.7868020304568528,10.613165569586155,0.6269386808077497
han,S01012,do,393,0.8182686442560091,0.8017884276584333,0.7073791348600509,0.7811704834605598,0.724287815717288,0.12683620452880895
